Image Number,Gate,Start/Restar the game,The joy of the players,yellow card,Red Card,Ball,Stadium View,referee Image,Penalty Image,Free Kick,Generic Moment
61659,0,0,0,0,0,0,1,0,0,0,0
61735,0,0,0,0,0,1,0,0,0,1,0
61759,0,0,0,0,0,0,1,0,0,0,0
61770,0,0,0,0,0,0,1,0,0,0,0
61781,0,0,0,0,0,0,1,0,0,0,0
61793,0,0,0,0,0,0,1,0,0,0,0
61815,1,0,0,0,0,0,1,0,0,0,0
61824,1,0,0,0,0,1,0,0,0,1,0
61825,1,0,0,0,0,1,0,0,0,1,0
61826,1,0,0,0,0,0,1,0,0,0,0
61828,1,0,0,0,0,1,0,0,0,1,0
61829,1,0,0,0,0,1,0,0,0,1,0
61832,0,0,1,0,0,1,0,0,0,0,0
61833,0,0,1,0,0,1,0,0,0,0,0
61834,0,0,1,0,0,1,0,0,0,0,0
61835,0,0,1,0,0,1,0,0,0,0,0
61836,0,0,1,0,0,1,0,0,0,0,0
61838,0,0,1,0,0,0,0,0,0,0,0
61839,0,0,1,0,0,0,0,0,0,0,0
61840,0,0,1,0,0,0,0,0,0,0,0
61841,0,0,1,0,0,0,0,0,0,0,0
61843,1,0,0,0,0,1,0,1,0,1,0
61844,1,0,0,0,0,1,0,1,0,1,0
61845,1,0,0,0,0,1,0,1,0,1,0
61881,0,0,1,0,0,0,0,0,0,0,0
61896,0,0,0,0,0,0,1,0,0,0,0
61897,0,0,0,0,0,0,1,0,0,0,0
61898,0,0,1,0,0,0,0,0,0,0,0
61899,0,0,1,0,0,0,0,0,0,0,0
61900,0,0,1,0,0,0,0,0,0,0,0
61901,0,0,0,0,0,0,1,0,0,0,0
61902,0,0,0,0,0,0,1,0,0,0,0
61905,0,0,0,0,0,0,1,0,0,0,0
61924,0,0,0,0,0,0,1,0,0,0,0
61925,0,0,0,0,0,0,1,0,0,0,0
61927,0,0,0,0,0,0,1,0,0,0,0
61931,0,0,0,0,0,0,1,0,0,0,0
61932,0,0,0,0,0,0,1,0,0,0,0
61933,0,0,0,0,0,0,1,1,0,0,0
61936,0,0,0,0,0,0,1,0,0,0,0
61938,0,0,0,0,0,0,1,0,0,0,0
61942,0,0,0,0,0,0,1,0,0,0,0
61943,0,0,0,0,0,0,1,0,0,0,0
61962,0,0,0,0,0,0,1,0,0,0,0
61963,0,0,0,0,0,0,1,0,0,0,0
61982,0,0,0,0,0,0,1,0,0,0,0
62006,0,0,0,0,0,0,1,0,0,0,0
62008,0,0,0,0,0,0,1,0,0,0,0
62009,0,0,0,0,0,0,1,0,0,0,0
62010,0,0,0,0,0,0,1,0,0,0,0
62011,0,0,0,0,0,0,1,0,0,0,0
62012,0,0,0,0,0,0,1,0,0,0,0
62013,0,0,0,0,0,0,1,0,0,0,0
62017,0,0,0,0,0,0,1,0,0,0,0
62018,0,0,0,0,0,0,1,0,0,0,0
62019,0,0,0,0,0,0,1,0,0,0,0
62020,0,0,0,0,0,0,1,0,0,0,0
62021,0,0,0,0,0,0,1,0,0,0,0
62022,0,0,0,0,0,0,1,0,0,0,0
62023,0,0,0,0,0,0,1,0,0,0,0
62024,0,0,0,0,0,0,1,0,0,0,0
62025,0,0,0,0,0,0,1,0,0,0,0
62026,0,0,0,0,0,0,1,0,0,0,0
62028,0,0,0,0,0,0,1,0,0,0,0
62029,0,0,0,0,0,0,1,0,0,0,0
62030,0,0,0,0,0,0,1,0,0,0,0
62031,0,0,0,0,0,0,1,0,0,0,0
62032,0,0,0,0,0,0,1,0,0,0,0
62033,0,0,0,0,0,0,1,0,0,0,0
62050,0,1,0,0,0,0,0,0,0,0,0
62051,0,1,0,0,0,1,0,0,0,0,0
62052,0,1,0,0,0,1,0,0,0,0,0
62053,0,1,0,0,0,1,0,0,0,0,0
62054,0,1,0,0,0,1,0,0,0,0,0
62055,0,1,0,0,0,1,0,0,0,0,0
62060,0,0,1,0,0,0,0,0,0,0,0
62071,0,0,1,0,0,0,0,0,0,0,0
62082,0,0,1,0,0,0,0,0,0,0,0
62093,0,0,1,0,0,0,0,0,0,0,0
62104,0,0,1,0,0,0,0,0,0,0,0
62171,0,0,1,0,0,0,0,0,0,0,0
62182,0,0,1,0,0,0,0,0,0,0,0
62193,0,0,1,0,0,0,0,0,0,0,0
62200,0,0,0,0,0,1,0,1,0,1,0
62232,1,0,0,0,0,0,1,0,0,0,0
62234,1,0,0,0,0,0,1,0,0,0,0
62238,0,0,1,0,0,0,0,0,0,0,0
62243,0,0,0,0,0,1,0,1,0,1,0
62244,0,0,0,0,0,1,0,1,0,1,0
62249,0,0,0,0,0,0,1,0,0,0,0
62250,1,0,0,0,0,1,0,1,0,1,0
62251,1,0,0,0,0,1,0,1,0,1,0
62256,1,0,0,0,0,1,1,0,0,0,0
62257,1,0,0,0,0,0,1,0,0,0,0
62258,1,0,0,0,0,0,1,0,0,0,0
62262,1,0,0,0,0,0,0,1,0,1,0
62337,0,0,1,0,0,0,0,0,0,0,0
62349,0,0,1,0,0,0,0,0,0,0,0
62360,0,0,1,0,0,0,0,0,0,0,0
62371,0,0,1,0,0,0,0,0,0,0,0
62407,0,0,0,0,0,1,0,0,0,1,0
62408,0,0,0,0,0,1,0,0,0,1,0
62409,0,0,0,0,0,0,1,0,0,0,0
62460,0,0,1,0,0,0,0,0,0,0,0
62471,0,0,1,0,0,0,0,0,0,0,0
62472,0,0,0,0,0,0,1,0,0,0,0
62473,0,0,0,0,0,0,1,0,0,0,0
62482,0,0,1,0,0,0,0,0,0,0,0
62615,0,0,1,0,0,0,0,0,0,0,0
62626,0,0,1,0,0,0,0,0,0,0,0
62636,1,0,0,0,0,1,1,0,0,0,0
62638,1,0,0,0,0,1,1,0,0,0,0
62640,0,0,0,0,0,1,1,0,0,0,0
62641,0,0,0,0,0,1,1,0,0,0,0
62682,0,0,1,0,0,0,0,0,0,0,0
62693,0,0,1,0,0,0,0,0,0,0,0
62714,0,0,0,0,0,1,1,0,0,0,0
62715,0,0,1,0,0,0,0,0,0,0,0
62731,1,0,0,0,0,0,1,0,0,0,0
62732,1,0,0,0,0,0,1,0,0,0,0
62733,1,0,0,0,0,1,1,0,0,0,0
62734,1,0,0,0,0,1,1,0,0,0,0
62735,1,0,0,0,0,0,1,0,0,0,0
62736,0,0,0,0,0,0,1,0,0,0,0
62750,1,0,0,0,0,1,1,1,0,0,0
62751,1,0,0,0,0,0,1,1,0,0,0
62752,1,0,0,0,0,1,1,1,0,0,0
62798,0,0,0,0,0,1,0,0,0,1,0
62799,0,0,0,0,0,1,0,0,0,1,0
62826,1,0,0,0,0,0,1,0,0,0,0
62834,0,0,0,0,0,1,0,1,0,1,0
62835,0,0,0,0,0,1,0,1,0,1,0
62836,1,0,0,0,0,0,0,0,0,1,0
62840,0,0,1,0,0,0,0,0,0,0,0
62841,0,0,1,0,0,0,0,0,0,0,0
62842,0,0,1,0,0,0,0,0,0,0,0
62845,0,0,1,0,0,0,0,0,0,0,0
62846,0,0,1,0,0,0,0,0,0,0,0
62851,1,0,0,0,0,1,0,1,0,1,0
62853,1,0,0,0,0,1,0,1,0,1,0
62899,1,0,0,0,0,0,0,0,0,1,0
62900,1,0,0,0,0,0,0,0,0,1,0
62907,1,0,0,0,0,1,0,1,0,1,0
62908,1,0,0,0,0,1,0,1,0,1,0
62909,1,0,0,0,0,1,0,1,0,1,0
62910,1,0,0,0,0,1,0,1,0,1,0
62912,1,0,0,0,0,1,0,1,0,1,0
62913,1,0,0,0,0,1,0,1,0,1,0
62914,1,0,0,0,0,1,0,1,0,1,0
62925,1,0,0,0,0,1,0,0,0,1,0
62935,1,0,0,0,0,1,0,1,0,1,0
63014,1,0,0,0,0,1,1,0,0,0,0
63049,0,0,0,1,0,0,0,1,0,0,0
63059,0,0,0,0,0,0,1,0,0,0,0
63061,0,0,0,0,0,1,0,0,0,1,0
63070,0,0,0,0,0,0,1,0,0,0,0
63081,0,0,0,0,0,0,1,0,0,0,0
63082,0,0,0,1,0,0,0,1,0,0,0
63083,0,0,0,1,0,0,0,1,0,0,0
63092,0,0,0,0,0,0,1,0,0,0,0
63103,0,0,0,0,0,0,1,0,0,0,0
63114,0,0,0,0,0,0,1,0,0,0,0
63115,0,0,0,0,0,0,1,0,0,0,0
63116,0,0,0,0,0,0,1,0,0,0,0
63117,1,0,0,0,0,1,1,0,0,0,0
63126,1,0,0,0,0,1,1,0,0,0,0
63127,0,0,0,0,0,0,1,0,0,0,0
63128,0,0,0,0,0,1,1,0,0,0,0
63131,0,0,0,0,0,0,1,0,0,0,0
63132,0,0,0,0,0,0,1,0,0,0,0
63138,0,0,0,0,0,1,1,1,0,0,0
63149,0,0,0,0,0,1,1,1,0,0,0
63160,0,0,0,0,0,0,1,0,0,0,0
63237,1,0,0,0,0,1,1,0,0,0,0
63238,0,0,0,0,0,0,1,1,0,0,0
63249,0,0,0,0,0,0,1,1,0,0,0
63260,0,0,0,0,0,0,1,1,0,0,0
63271,0,0,0,0,0,0,1,1,0,0,0
63300,0,0,0,1,0,0,0,1,0,0,0
63303,0,0,0,0,0,0,1,1,0,0,0
63328,1,0,0,0,0,1,0,1,0,1,0
63329,1,0,0,0,0,1,0,0,0,1,0
63330,1,0,0,0,0,1,0,1,0,1,0
63333,1,0,0,0,0,1,0,1,0,1,0
63334,1,0,0,0,0,1,0,1,0,1,0
63348,1,0,0,0,0,1,1,0,0,0,0
63407,1,0,0,0,0,1,1,0,0,0,0
63408,1,0,0,0,0,1,1,0,0,0,0
63409,1,0,0,0,0,0,1,0,0,0,0
63505,0,0,0,0,0,1,0,0,0,1,0
63543,0,0,0,0,0,1,1,0,0,0,0
63549,0,0,0,0,0,0,1,0,0,0,0
63568,0,0,0,0,0,1,0,0,0,1,0
63597,1,0,0,0,0,0,1,0,0,0,0
63598,1,0,0,0,0,0,1,0,0,0,0
63599,1,0,0,0,0,0,1,0,0,0,0
63668,1,0,0,0,0,0,1,0,0,0,0
63669,0,0,0,0,0,0,1,0,0,0,0
63673,0,0,0,0,0,0,1,0,0,0,0
63674,0,0,0,0,0,0,1,0,0,0,0
63675,0,0,0,0,0,0,1,0,0,0,0
63684,0,0,1,0,0,0,0,0,0,0,0
63685,0,0,1,0,0,0,0,0,0,0,0
63687,0,0,1,0,0,0,0,0,0,0,0
63688,0,0,1,0,0,0,0,0,0,0,0
63689,0,0,1,0,0,0,0,0,0,0,0
63690,0,0,1,0,0,0,0,0,0,0,0
63700,0,0,0,0,0,0,1,0,0,0,0
63701,0,1,0,0,0,0,0,1,0,0,0
63702,0,1,0,0,0,0,0,1,0,0,0
63703,0,1,0,0,0,0,0,1,0,0,0
63705,0,1,0,0,0,0,0,1,0,0,0
63706,0,1,0,0,0,0,0,1,0,0,0
63707,0,1,0,0,0,0,0,1,0,0,0
63708,0,1,0,0,0,0,0,1,0,0,0
63748,0,0,0,0,0,0,1,0,0,0,0
63754,1,0,0,0,0,0,1,0,0,0,0
63759,0,0,0,0,0,0,1,0,0,0,0
63791,1,0,0,0,0,1,0,1,0,1,0
63794,1,0,0,0,0,0,0,1,0,1,0
63877,0,0,0,1,0,1,0,1,0,0,0
63916,0,0,0,0,0,1,1,0,0,0,0
63917,1,0,0,0,0,1,1,0,0,0,0
63918,0,0,0,0,0,0,1,0,0,0,0
63925,1,0,0,0,0,0,1,0,0,0,0
63929,1,0,0,0,0,0,0,0,0,1,0
63931,1,0,0,0,0,1,0,0,0,1,0
63939,1,0,0,0,0,1,1,1,0,0,0
64063,0,0,0,0,0,1,1,1,0,0,0
64064,0,0,0,0,0,0,1,0,0,0,0
64065,0,0,0,0,0,0,1,0,0,0,0
64066,0,0,0,0,0,0,1,0,0,0,0
64126,0,0,0,0,0,0,1,0,0,0,0
64203,0,0,0,0,0,0,1,0,0,0,0
64339,1,0,0,0,0,0,0,1,0,1,0
64393,0,0,0,0,0,0,1,0,0,0,0
64515,0,0,0,0,0,0,1,0,0,0,0
64569,1,0,0,0,0,1,1,0,0,0,0
64572,1,0,0,0,0,0,1,1,0,0,0
64573,1,0,0,0,0,0,1,0,0,0,0
64676,1,0,0,0,0,1,1,0,0,0,0
64677,1,0,0,0,0,0,1,0,0,0,0
64678,1,0,0,0,0,1,1,0,0,0,0
64682,0,0,0,0,0,0,1,0,0,0,0
64683,1,0,0,0,0,1,1,0,0,0,0
64684,1,0,0,0,0,1,1,0,0,0,0
64693,1,0,0,0,0,0,1,0,0,0,0
64704,1,0,0,0,0,0,1,0,0,0,0
64717,1,0,0,0,0,0,0,1,0,1,0
64718,1,0,0,0,0,0,0,1,0,1,0
64719,1,0,0,0,0,0,0,1,0,1,0
64720,1,0,0,0,0,0,0,1,0,1,0
64721,1,0,0,0,0,1,0,1,0,1,0
64722,1,0,0,0,0,0,0,1,0,1,0
64728,1,0,0,0,0,0,0,1,0,1,0
64729,1,0,0,0,0,1,0,1,0,1,0
64771,1,0,0,0,0,1,1,0,0,0,0
64772,1,0,0,0,0,1,1,0,0,0,0
64773,1,0,0,0,0,0,1,0,0,0,0
64781,1,0,0,0,0,0,1,0,0,0,0
64804,0,0,0,0,0,0,1,0,0,0,0
64812,0,0,0,0,0,0,1,0,0,0,0
64813,0,0,0,0,0,0,1,0,0,0,0
64814,0,0,0,0,0,0,1,0,0,0,0
64815,0,0,0,0,0,0,1,0,0,0,0
64826,0,0,0,0,0,0,1,0,0,0,0
64837,0,0,0,0,0,0,1,0,0,0,0
64859,0,1,0,0,0,1,0,1,0,0,0
64894,0,0,0,0,0,1,1,0,0,0,0
64895,0,0,0,0,0,1,1,0,0,0,0
64896,0,0,0,0,0,1,1,0,0,0,0
64932,1,0,0,0,0,1,0,1,0,1,0
64935,1,0,0,0,0,1,0,1,0,1,0
64979,1,0,0,0,0,1,1,1,0,0,0
64987,1,0,0,0,0,1,0,0,0,1,0
64988,1,0,0,0,0,1,0,1,0,1,0
64989,1,0,0,0,0,0,0,0,0,1,0
65068,1,0,0,0,0,1,0,1,0,1,0
65069,1,0,0,0,0,1,0,1,0,1,0
65076,0,0,0,0,0,1,0,0,0,1,0
65077,0,0,0,0,0,0,1,0,0,0,0
65078,0,0,0,0,0,0,1,0,0,0,0
65079,0,0,0,0,0,1,0,0,0,1,0
65080,0,0,0,0,0,1,0,0,0,1,0
65082,0,0,0,1,0,0,0,1,0,0,0
65093,1,0,0,0,0,0,0,0,0,1,0
65096,1,0,0,0,0,1,0,0,0,1,0
65120,0,0,1,0,0,0,0,0,0,0,0
65121,0,0,1,0,0,0,0,0,0,0,0
65122,0,0,1,0,0,0,0,0,0,0,0
65128,0,0,1,0,0,0,0,0,0,0,0
65132,0,0,1,0,0,0,0,0,0,0,0
65219,0,0,0,0,0,0,1,0,0,0,0
65220,0,0,0,0,0,0,1,0,0,0,0
65221,0,0,0,0,0,0,1,0,0,0,0
65222,0,0,0,0,0,0,1,0,0,0,0
65223,1,0,0,0,0,0,1,0,0,0,0
65229,0,0,1,0,0,0,0,0,0,0,0
65251,1,0,0,0,0,1,0,1,0,1,0
65252,1,0,0,0,0,1,0,1,0,1,0
65253,1,0,0,0,0,1,0,1,0,1,0
65255,1,0,0,0,0,1,0,1,0,1,0
65375,0,0,1,0,0,0,0,0,0,0,0
65376,0,0,1,0,0,0,0,0,0,0,0
65377,0,0,1,0,0,0,0,0,0,0,0
65378,0,0,1,0,0,0,0,0,0,0,0
65379,0,0,1,0,0,0,0,0,0,0,0
65380,0,0,1,0,0,0,0,0,0,0,0
65381,0,0,1,0,0,0,0,0,0,0,0
65383,0,0,1,0,0,0,0,0,0,0,0
65384,0,0,1,0,0,0,0,0,0,0,0
65391,0,0,1,0,0,0,0,0,0,0,0
65397,0,0,0,0,0,0,1,0,0,0,0
65398,0,0,1,0,0,0,0,0,0,0,0
65401,0,0,1,0,0,0,0,0,0,0,0
65402,0,0,1,0,0,0,0,0,0,0,0
65405,0,0,1,0,0,0,0,0,0,0,0
65470,0,0,0,0,0,0,1,0,0,0,0
65472,0,0,0,0,0,0,1,0,0,0,0
65473,0,0,0,0,0,0,1,0,0,0,0
65474,0,0,0,0,0,0,1,0,0,0,0
65477,0,0,0,0,0,0,1,0,0,0,0
65478,0,0,0,0,0,0,1,0,0,0,0
65479,0,0,0,0,0,0,1,0,0,0,0
65483,0,0,0,0,0,0,1,0,0,0,0
65484,0,0,0,0,0,0,1,0,0,0,0
65485,0,0,0,0,0,0,1,0,0,0,0
65486,0,0,0,0,0,0,1,0,0,0,0
65487,0,0,0,0,0,0,1,0,0,0,0
65488,0,0,0,0,0,0,1,0,0,0,0
65489,0,0,0,0,0,0,1,0,0,0,0
65490,0,0,0,0,0,0,1,0,0,0,0
65491,0,0,0,0,0,0,1,0,0,0,0
65492,0,0,0,0,0,0,1,0,0,0,0
65494,0,0,0,0,0,0,1,0,0,0,0
65519,0,0,0,0,0,0,1,0,0,0,0
65520,0,0,0,0,0,0,1,0,0,0,0
65521,0,0,0,0,0,0,1,0,0,0,0
65522,0,0,0,0,0,0,1,0,0,0,0
65523,0,0,0,0,0,0,1,0,0,0,0
65524,0,0,0,0,0,0,1,0,0,0,0
65525,0,0,0,0,0,0,1,0,0,0,0
65567,0,0,0,0,0,0,1,0,0,0,0
65568,0,0,0,0,0,0,1,0,0,0,0
65569,0,0,0,0,0,0,1,0,0,0,0
65577,0,0,0,0,0,0,1,0,0,0,0
65578,0,0,0,1,0,0,0,0,0,0,0
65579,0,0,0,1,0,0,0,0,0,0,0
65580,0,0,0,1,0,0,0,0,0,0,0
65581,0,0,0,1,0,0,0,0,0,0,0
65583,0,0,0,1,0,0,0,0,0,0,0
65585,0,0,0,1,0,0,0,0,0,0,0
65586,0,0,0,1,0,0,0,0,0,0,0
65587,0,0,0,1,0,0,0,0,0,0,0
65588,0,0,0,1,0,0,0,0,0,0,0
65589,0,0,0,1,0,0,0,0,0,0,0
65590,0,0,0,1,0,0,0,0,0,0,0
65591,0,0,0,1,0,0,0,0,0,0,0
65592,0,0,0,0,0,0,1,0,0,0,0
65610,0,0,0,0,0,0,1,0,0,0,0
65611,0,0,0,1,0,0,0,0,0,0,0
65612,0,0,0,1,0,0,0,0,0,0,0
65613,0,0,0,1,0,0,0,0,0,0,0
65614,0,0,0,1,0,0,0,0,0,0,0
65616,0,0,0,1,0,0,0,0,0,0,0
65618,0,0,0,1,0,0,0,0,0,0,0
65619,0,0,0,1,0,0,0,0,0,0,0
65620,0,0,0,1,0,0,0,0,0,0,0
65621,0,0,0,1,0,0,0,0,0,0,0
65622,0,0,0,1,0,0,0,0,0,0,0
65623,0,0,0,1,0,0,0,0,0,0,0
65624,0,0,0,1,0,0,0,0,0,0,0
65625,0,0,0,0,0,0,1,0,0,0,0
65627,0,0,0,0,0,0,1,0,0,0,0
65628,0,0,0,1,0,0,0,0,0,0,0
65629,0,0,0,1,0,0,0,0,0,0,0
65630,0,0,0,1,0,0,0,0,0,0,0
65631,0,0,0,1,0,0,0,0,0,0,0
65632,0,0,0,1,0,0,0,0,0,0,0
65633,0,0,0,1,0,0,0,0,0,0,0
65634,0,0,0,1,0,0,0,0,0,0,0
65635,0,0,0,0,0,0,1,0,0,0,0
65642,0,0,0,0,0,1,1,1,0,0,0
65643,0,0,0,0,0,1,1,1,0,0,0
65644,0,0,0,0,0,1,1,1,0,0,0
65645,0,1,0,0,0,1,0,1,0,0,0
65736,0,0,0,0,0,0,1,0,0,0,0
65738,0,0,0,0,0,1,1,0,0,0,0
65739,0,0,0,0,0,1,1,0,0,0,0
65740,0,0,0,0,0,1,1,0,0,0,0
65831,1,0,0,0,0,1,1,0,0,0,0
65832,0,0,0,0,0,1,1,0,0,0,0
65833,0,0,0,0,0,0,1,0,0,0,0
65945,1,0,0,0,0,0,1,1,0,0,0
65947,1,0,0,0,0,0,1,0,0,0,0
66070,0,0,0,0,0,1,1,0,0,0,0
66081,0,0,0,0,0,0,1,0,0,0,0
66092,0,0,0,0,0,1,1,0,0,0,0
66103,1,0,0,0,0,1,1,0,0,0,0
66114,1,0,0,0,0,1,1,0,0,0,0
66126,1,0,0,0,0,0,1,0,0,0,0
66137,1,0,0,0,0,0,1,0,0,0,0
66148,0,0,0,0,0,0,1,0,0,0,0
66160,0,0,0,0,0,1,1,0,0,0,0
66161,1,0,0,0,0,1,1,1,0,0,0
66169,0,0,0,0,0,1,0,1,0,1,0
66263,0,0,0,0,0,1,1,0,0,0,0
66265,1,0,0,0,0,1,1,0,0,0,0
66267,0,0,0,0,0,1,1,0,0,0,0
66268,1,0,0,0,0,1,1,0,0,0,0
66269,0,0,0,0,0,0,1,0,0,0,0
66271,1,0,0,0,0,1,1,0,0,0,0
66285,0,0,0,0,0,0,1,0,0,0,0
66316,1,0,0,0,0,1,1,0,0,0,0
66317,1,0,0,0,0,0,1,0,0,0,0
66319,1,0,0,0,0,0,1,0,0,0,0
66320,0,0,0,0,0,1,1,0,0,0,0
66431,0,0,0,1,0,0,0,1,0,0,0
66432,0,0,0,1,0,0,0,1,0,0,0
66433,0,0,0,1,0,0,0,1,0,0,0
66437,0,0,0,1,0,0,0,0,0,0,0
66446,1,0,0,0,0,1,0,1,0,1,0
66448,1,0,0,0,0,0,0,1,0,1,0
66449,1,0,0,0,0,1,0,1,0,1,0
66450,0,0,0,0,0,1,0,0,0,1,0
66451,0,0,0,0,0,1,0,0,0,1,0
66454,1,0,0,0,0,1,0,1,0,1,0
66455,1,0,0,0,0,1,0,1,0,1,0
66456,1,0,0,0,0,1,0,1,0,1,0
66526,0,0,0,0,0,1,1,0,0,0,0
66537,0,0,0,0,0,1,1,0,0,0,0
66548,0,0,0,0,0,1,1,0,0,0,0
66559,0,0,0,0,0,1,1,0,0,0,0
66561,1,0,0,0,0,0,1,0,0,0,0
66566,0,0,0,0,0,1,0,1,0,1,0
66569,0,0,0,0,0,1,0,1,0,1,0
66572,0,0,0,0,0,0,0,0,0,1,0
66573,1,0,0,0,0,1,0,1,0,1,0
66574,1,0,0,0,0,1,0,0,0,1,0
66615,0,0,0,0,0,0,1,0,0,0,0
66622,0,0,0,0,0,1,1,0,0,0,0
66624,1,0,0,0,0,0,1,0,0,0,0
66627,0,0,0,0,0,1,1,0,0,0,0
66651,1,0,0,0,0,1,1,0,0,0,0
66652,0,0,0,0,0,1,1,0,0,0,0
66653,0,0,0,0,0,0,1,0,0,0,0
66671,1,0,0,0,0,0,1,1,0,0,0
66672,0,0,0,0,0,1,1,0,0,0,0
66674,1,0,0,0,0,1,1,0,0,0,0
66675,1,0,0,0,0,1,1,0,0,0,0
66678,0,0,0,0,0,0,1,0,0,0,0
66683,0,0,0,0,0,0,1,0,0,0,0
66684,1,0,0,0,0,0,1,0,0,0,0
66685,1,0,0,0,0,1,1,0,0,0,0
66694,1,0,0,0,0,0,1,0,0,0,0
66695,1,0,0,0,0,0,1,0,0,0,0
66744,1,0,0,0,0,0,1,0,0,0,0
66745,1,0,0,0,0,0,1,0,0,0,0
66749,1,0,0,0,0,0,1,0,0,0,0
66755,0,0,0,0,0,1,0,0,0,1,0
66756,1,0,0,0,0,0,0,0,0,1,0
66775,1,0,0,0,0,1,1,0,0,0,0
66776,0,0,0,0,0,1,1,0,0,0,0
66924,0,0,0,0,0,0,1,0,0,0,0
66930,0,0,0,0,0,1,0,0,0,1,0
66931,0,0,0,0,0,1,0,0,0,1,0
66932,1,0,0,0,0,0,0,1,0,1,0
66933,1,0,0,0,0,1,0,1,0,1,0
66938,0,0,0,0,0,1,0,0,0,1,0
66939,1,0,0,0,0,0,0,1,0,1,0
66941,1,0,0,0,0,1,0,1,0,1,0
66942,1,0,0,0,0,1,0,1,0,1,0
66943,1,0,0,0,0,1,0,1,0,1,0
67062,1,0,0,0,0,1,0,1,0,1,0
67063,1,0,0,0,0,1,0,1,0,1,0
67064,1,0,0,0,0,1,0,1,0,1,0
67065,1,0,0,0,0,1,0,1,0,1,0
67137,1,0,0,0,0,1,0,1,0,1,0
67181,1,0,0,0,0,1,0,1,0,1,0
67190,1,0,0,0,0,1,1,0,0,0,0
67191,1,0,0,0,0,1,1,0,0,0,0
67200,0,0,0,0,0,0,1,0,0,0,0
67201,0,0,0,0,0,0,1,0,0,0,0
67202,0,0,0,0,0,0,1,0,0,0,0
67204,0,0,0,0,0,0,1,0,0,0,0
67205,0,0,0,0,0,0,1,0,0,0,0
67206,0,0,0,0,0,0,1,0,0,0,0
67207,0,0,0,0,0,0,1,0,0,0,0
67211,0,0,0,0,0,0,1,0,0,0,0
67212,0,0,0,0,0,1,1,0,0,0,0
67213,0,0,0,0,0,1,1,0,0,0,0
67215,0,0,0,0,0,1,1,0,0,0,0
67216,0,0,0,0,0,1,1,0,0,0,0
67217,0,0,0,0,0,1,1,0,0,0,0
67218,0,0,0,0,0,1,1,0,0,0,0
67235,0,1,0,0,0,1,0,1,0,0,0
67237,1,0,0,0,0,0,0,1,0,1,0
67348,1,0,0,0,0,0,0,0,0,1,0
67359,1,0,0,0,0,0,0,0,0,1,0
67370,0,0,0,0,0,1,0,0,0,1,0
67454,0,0,0,1,0,0,0,1,0,0,0
67456,0,0,0,1,0,0,0,0,0,0,0
67459,0,0,1,0,0,0,0,0,0,0,0
67466,1,0,0,0,0,0,0,0,0,1,0
67469,1,0,0,0,0,1,0,1,0,1,0
67470,0,0,1,0,0,0,0,0,0,0,0
67471,1,0,0,0,0,1,0,1,0,1,0
67476,1,0,0,0,1,0,0,1,0,0,0
67477,1,0,0,0,1,0,0,1,0,0,0
67479,1,0,0,0,1,0,0,1,0,0,0
67526,1,0,0,0,0,1,0,1,0,1,0
67527,1,0,0,0,0,1,0,1,0,1,0
67528,1,0,0,0,0,1,0,1,0,1,0
67529,1,0,0,0,0,0,0,1,0,1,0
67592,0,0,0,0,0,0,1,0,0,0,0
67594,0,0,0,0,0,0,1,1,0,0,0
67595,0,0,0,0,0,0,1,1,0,0,0
67596,0,0,0,0,0,1,1,1,0,0,0
67630,0,0,0,0,0,0,1,0,0,0,0
67631,0,0,0,0,0,0,1,0,0,0,0
67642,0,0,0,0,0,0,1,0,0,0,0
67643,0,0,0,0,0,0,1,0,0,0,0
67644,0,0,0,0,0,0,1,0,0,0,0
67679,0,0,0,0,0,0,1,0,0,0,0
67680,0,0,0,0,0,0,1,0,0,0,0
67683,0,0,0,0,0,0,1,0,0,0,0
67684,0,0,0,0,0,1,1,0,0,0,0
67685,0,0,0,0,0,1,1,0,0,0,0
67686,0,0,0,0,0,1,1,0,0,0,0
67713,0,0,0,0,0,0,1,0,0,0,0
67714,0,0,0,0,0,0,1,0,0,0,0
67716,0,0,0,0,0,0,1,0,0,0,0
67717,0,0,0,0,0,0,1,0,0,0,0
67718,0,0,0,0,0,0,1,0,0,0,0
67719,1,0,0,0,0,1,1,0,0,0,0
67720,0,0,0,0,0,1,1,0,0,0,0
67785,1,0,0,0,0,1,0,0,0,1,0
67786,1,0,0,0,0,1,0,1,0,1,0
67812,0,0,0,0,0,1,1,0,0,0,0
67826,0,0,0,0,0,1,0,0,0,1,0
67837,0,0,0,0,0,1,0,0,0,1,0
67848,0,0,0,0,0,1,0,1,0,1,0
67881,1,0,0,0,0,0,0,1,0,1,0
67993,0,0,0,0,0,0,1,0,0,0,0
67994,0,0,0,0,0,0,1,0,0,0,0
68046,0,0,0,0,0,0,1,1,0,0,0
68047,0,0,0,0,0,0,1,1,0,0,0
68144,0,0,0,0,0,0,1,0,0,0,0
68145,0,0,0,0,0,1,1,0,0,0,0
68188,1,0,0,0,0,1,1,0,0,0,0
68189,1,0,0,0,0,0,1,0,0,0,0
68229,1,0,0,0,0,0,1,0,0,0,0
68231,0,0,0,0,0,0,0,1,0,1,0
68232,1,0,0,0,0,0,0,0,0,1,0
68233,1,0,0,0,0,0,0,0,0,1,0
68239,1,0,0,0,0,0,0,0,0,1,0
68265,1,0,0,0,0,1,0,0,0,1,0
